Date,Total_Revenue,Total_Orders,Avg_Freight_Ratio,Daily_AOV,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7d,DayOfWeek,Is_Weekend,DayOfMonth,Month
2017-04-06,23168.89,95,0.3254009309743929,243.88305263157895,18902.94,10025.6,12773.394285714285,3,0,6,4
2017-04-07,13300.65,85,0.3299458816726916,156.47823529411764,23168.89,12199.56,14651.007142857141,4,0,7,4
2017-04-08,8785.09,66,0.3258013018719743,133.10742424242426,13300.65,17697.37,14808.305714285714,5,1,8,4
2017-04-09,8222.65,73,0.3969170496761657,112.6390410958904,8785.09,9129.880000000001,13535.122857142856,6,1,9,4
2017-04-10,11732.31,87,0.33301976838495584,134.85413793103447,8222.65,9156.76,13405.51857142857,0,0,10,4
2017-04-11,8296.51,77,0.3344162668713305,107.74688311688313,11732.31,12301.65,13773.454285714284,1,0,11,4
2017-04-12,8209.2,63,0.31188295172957414,130.3047619047619,8296.51,18902.94,13201.29142857143,2,0,12,4
2017-04-13,9691.43,60,0.30978238608639425,161.52383333333333,8209.2,23168.89,11673.614285714286,3,0,13,4
2017-04-14,8168.66,53,0.3760117412407988,154.12566037735849,9691.43,13300.65,9748.262857142856,4,0,14,4
2017-04-15,8333.94,52,0.34831560213551943,160.26807692307693,8168.66,8785.09,9015.121428571429,5,1,15,4
2017-04-16,5455.96,49,0.3661964938271325,111.3461224489796,8333.94,8222.65,8950.671428571428,6,1,16,4
2017-04-17,9416.67,65,0.2902025183521065,144.87184615384615,5455.96,11732.31,8555.43,0,0,17,4
2017-04-18,21286.72,71,0.2821584974821128,299.8129577464789,9416.67,8296.51,8224.624285714284,1,0,18,4
2017-04-19,12103.46,97,0.27505557695970134,124.7779381443299,21286.72,8209.2,10080.368571428571,2,0,19,4
2017-04-20,13373.14,96,0.37052072058241414,139.30354166666666,12103.46,9691.43,10636.691428571428,3,0,20,4
2017-04-21,8457.71,68,0.36497718866269346,124.3780882352941,13373.14,8168.66,11162.65,4,0,21,4
2017-04-22,12860.18,83,0.31680846238239635,154.94192771084337,8457.71,8333.94,11203.942857142856,5,1,22,4
2017-04-23,10038.95,86,0.2918035091340993,116.73197674418606,12860.18,5455.96,11850.548571428571,6,1,23,4
2017-04-24,15150.03,115,0.3119974542847862,131.73939130434783,10038.95,9416.67,12505.261428571428,0,0,24,4
2017-04-25,14671.74,111,0.3341015963791616,132.17783783783784,15150.03,21286.72,13324.312857142857,1,0,25,4
2017-04-26,15919.75,125,0.34648954802963294,127.358,14671.74,12103.46,12379.315714285714,2,0,26,4
2017-04-27,10300.710000000001,79,0.44609442741433825,130.3887341772152,15919.75,13373.14,12924.5,3,0,27,4
2017-04-28,15790.49,98,0.3075846489106916,161.12744897959183,10300.710000000001,8457.71,12485.581428571428,4,0,28,4
2017-04-29,11912.63,73,0.2989816538879747,163.1867123287671,15790.49,12860.18,13533.121428571429,5,1,29,4
2017-04-30,8091.16,68,0.29375065596818606,118.98764705882353,11912.63,10038.95,13397.757142857143,6,1,30,4
2017-05-01,12580.27,116,0.3812989240216658,108.45060344827587,8091.16,15150.03,13119.501428571428,0,0,1,5
2017-05-02,17640.2,125,0.30566174296578275,141.1216,12580.27,14671.74,12752.392857142857,1,0,2,5
2017-05-03,10053.56,102,0.33514772163572687,98.5643137254902,17640.2,15919.75,13176.45857142857,2,0,3,5
2017-05-04,13508.55,108,0.2964036874542768,125.07916666666667,10053.56,10300.710000000001,12338.43142857143,3,0,4,5
2017-05-05,13969.76,110,0.3601259494702989,126.99781818181819,13508.55,15790.49,12796.694285714286,4,0,5,5
2017-05-06,16219.98,107,0.3391427453930931,151.58859813084112,13969.76,11912.63,12536.59,5,1,6,5
2017-05-07,17167.87,109,0.380264847587319,157.50339449541283,16219.98,8091.16,13151.925714285713,6,1,7,5
2017-05-08,16148.41,122,0.30640973708426433,132.36401639344263,17167.87,12580.27,14448.598571428573,0,0,8,5
2017-05-09,20837.05,125,0.33612696030173267,166.69639999999998,16148.41,17640.2,14958.332857142857,1,0,9,5
2017-05-10,20927.49,115,0.270089771189026,181.9781739130435,20837.05,10053.56,15415.025714285715,2,0,10,5
2017-05-11,18164.55,126,0.2964085632263276,144.16309523809522,20927.49,13508.55,16968.444285714282,3,0,11,5
2017-05-12,12635.710000000001,113,0.33310766986805335,111.82044247787611,18164.55,13969.76,17633.587142857144,4,0,12,5
2017-05-13,9118.65,73,0.3287086458686972,124.91301369863014,12635.710000000001,16219.98,17443.00857142857,5,1,13,5
2017-05-14,15219.7,112,0.31547719331832325,135.89017857142858,9118.65,17167.87,16428.532857142858,6,1,14,5
2017-05-15,17962.03,154,0.36398422428615046,116.63655844155844,15219.7,16148.41,16150.222857142857,0,0,15,5
2017-05-16,21174.88,151,0.286026743696827,140.23099337748346,17962.03,20837.05,16409.31142857143,1,0,16,5
2017-05-17,18343.93,141,0.32397006780335724,130.09879432624115,21174.88,20927.49,16457.572857142855,2,0,17,5
2017-05-18,18245.13,125,0.30155432179026886,145.96104,18343.93,18164.55,16088.492857142857,3,0,18,5
2017-05-19,18397.67,144,0.31163721751688866,127.7615972222222,18245.13,12635.710000000001,16100.004285714285,4,0,19,5
2017-05-20,10632.41,72,0.31790176812430937,147.67236111111112,18397.67,9118.65,16923.141428571427,5,1,20,5
2017-05-21,17426.2,148,0.3622745851091162,117.7445945945946,10632.41,15219.7,17139.39285714286,6,1,21,5
2017-05-22,25414.2,148,0.3114438474707154,171.71756756756758,17426.2,17962.03,17454.60714285714,0,0,22,5
2017-05-23,17798.38,125,0.28304315016044634,142.38704,25414.2,21174.88,18519.202857142856,1,0,23,5
2017-05-24,23350.97,141,0.34436621389067373,165.60971631205675,17798.38,18343.93,18036.845714285715,2,0,24,5
2017-05-25,15383.79,105,0.31771501564003835,146.51228571428572,23350.97,18245.13,18752.13714285714,3,0,25,5
2017-05-26,10651.18,78,0.41546194006607245,136.55358974358975,15383.79,18397.67,18343.374285714286,4,0,26,5
2017-05-27,14139.51,81,0.34707069583609823,174.56185185185186,10651.18,10632.41,17236.73285714286,5,1,27,5
2017-05-28,9262.62,98,0.3317886621142446,94.5165306122449,14139.51,17426.2,17737.747142857144,6,1,28,5
2017-05-29,18912.86,158,0.3073309587572247,119.70164556962025,9262.62,25414.2,16571.52142857143,0,0,29,5
2017-05-30,14345.48,102,0.3030213415865427,140.6419607843137,18912.86,17798.38,15642.75857142857,1,0,30,5
2017-05-31,20438.15,126,0.28173715422286094,162.2075396825397,14345.48,23350.97,15149.487142857144,2,0,31,5
2017-06-01,19305.25,124,0.2992183924947684,155.6875,20438.15,15383.79,14733.369999999999,3,0,1,6
2017-06-02,19131.33,126,0.2772989549464065,151.8359523809524,19305.25,10651.18,15293.578571428572,4,0,2,6
2017-06-03,10450.35,89,0.3239178711109913,117.41966292134832,19131.33,14139.51,16505.02857142857,5,1,3,6
2017-06-04,13863.23,101,0.267495853034766,137.259702970297,10450.35,9262.62,15978.005714285715,6,1,4,6
2017-06-05,24184.55,146,0.25574498864590645,165.647602739726,13863.23,18912.86,16635.235714285714,0,0,5,6
2017-06-06,14589.15,133,0.39105800080932457,109.69285714285714,24184.55,14345.48,17388.334285714285,1,0,6,6
2017-06-07,12771.66,124,0.3307895169991966,102.99725806451613,14589.15,20438.15,17423.144285714287,2,0,7,6
2017-06-08,18503.079999999998,137,0.30746674597611284,135.05897810218977,12771.66,19305.25,16327.93142857143,3,0,8,6
2017-06-09,16051.35,106,0.41431990074877023,151.42783018867925,18503.079999999998,19131.33,16213.335714285715,4,0,9,6
2017-06-10,8220.35,76,0.35794983135672087,108.16250000000001,16051.35,10450.35,15773.33857142857,5,1,10,6
2017-06-11,14303.56,113,0.33974924530050143,126.58017699115044,8220.35,13863.23,15454.767142857143,6,1,11,6
2017-06-12,14803.11,125,0.323292784783478,118.42488,14303.56,24184.55,15517.671428571428,0,0,12,6
2017-06-13,14016.09,125,0.3342351702357675,112.12872,14803.11,14589.15,14177.465714285714,1,0,13,6
2017-06-14,20441.670000000002,130,0.32357736336593756,157.2436153846154,14016.09,12771.66,14095.6,2,0,14,6
2017-06-15,12737.67,107,0.32192425987095946,119.04364485981309,20441.670000000002,18503.079999999998,15191.315714285713,3,0,15,6
2017-06-16,12908.23,97,0.30968487029987674,133.07453608247422,12737.67,16051.35,14367.685714285717,4,0,16,6
2017-06-17,11264.77,74,0.30457911890114414,152.22662162162163,12908.23,8220.35,13918.668571428572,5,1,17,6
2017-06-18,17836.16,90,0.3237847499891357,198.17955555555557,11264.77,14303.56,14353.585714285715,6,1,18,6
2017-06-19,22764.83,156,0.29970165523371756,145.92839743589744,17836.16,14803.11,14858.242857142859,0,0,19,6
2017-06-20,10968.33,92,0.4376747461366725,119.22097826086956,22764.83,14016.09,15995.63142857143,1,0,20,6
2017-06-21,6183.65,35,0.45787373901990397,176.67571428571426,10968.33,20441.670000000002,15560.237142857144,2,0,21,6
2017-06-22,8826.81,88,0.3760311996663597,100.30465909090908,6183.65,12737.67,13523.377142857144,3,0,22,6
2017-06-23,13282.98,107,0.32475718788784896,124.14,8826.81,12908.23,12964.682857142858,4,0,23,6
2017-06-24,8325.65,76,0.35661459661342454,109.54802631578947,13282.98,11264.77,13018.218571428572,5,1,24,6
2017-06-25,17646.18,105,0.31510584819796367,168.05885714285714,8325.65,17836.16,12598.344285714285,6,1,25,6
2017-06-26,13414.76,72,0.31317289562449935,186.31611111111113,17646.18,22764.83,12571.204285714284,0,0,26,6
