Date,Total_Revenue,Total_Orders,Avg_Freight_Ratio,Daily_AOV,Sales_Lag_1,Sales_Lag_7,Rolling_Mean_7d,DayOfWeek,Is_Weekend,DayOfMonth,Month
2017-02-27,5844.12,43,0.6026511204990453,135.90976744186045,5446.68,7878.3,6780.47,0,0,27,2
2017-02-28,11220.76,55,0.3146817422045127,204.01381818181818,5844.12,8285.64,6489.872857142857,1,0,28,2
2017-03-01,12555.41,95,0.3441486093977561,132.1622105263158,11220.76,8033.05,6909.175714285714,2,0,1,3
2017-03-02,11377.0,68,0.33042169061493465,167.30882352941177,12555.41,6940.82,7555.227142857143,3,0,2,3
2017-03-03,12364.44,72,0.3024717787889707,171.72833333333335,11377.0,6682.21,8188.967142857144,4,0,3,3
2017-03-04,12658.51,77,0.31889965798255077,164.39623376623376,12364.44,4196.59,9000.714285714286,5,1,4,3
2017-03-05,6954.62,72,0.46785102151118724,96.59194444444444,12658.51,5446.68,10209.56,6,1,5,3
2017-03-06,10336.64,99,0.37004078074180713,104.41050505050505,6954.62,5844.12,10424.98,0,0,6,3
2017-03-07,11883.52,81,0.34127116612974095,146.71012345679014,10336.64,11220.76,11066.768571428573,1,0,7,3
2017-03-08,14612.46,78,0.28128473117785774,187.33923076923077,11883.52,12555.41,11161.448571428571,2,0,8,3
2017-03-09,11705.54,92,0.33097854515779973,127.23413043478261,14612.46,11377.0,11455.312857142857,3,0,9,3
2017-03-10,12358.87,88,0.3554484783012685,140.44170454545454,11705.54,12364.44,11502.247142857143,4,0,10,3
2017-03-11,10852.97,71,0.35124651682180996,152.8587323943662,12358.87,12658.51,11501.451428571429,5,1,11,3
2017-03-12,6612.16,64,0.37257981608008767,103.315,10852.97,6954.62,11243.517142857143,6,1,12,3
2017-03-13,16958.05,111,0.2661040500120737,152.77522522522523,6612.16,10336.64,11194.594285714284,0,0,13,3
2017-03-14,14243.66,99,0.2874652738816724,143.87535353535353,16958.05,11883.52,12140.509999999998,1,0,14,3
2017-03-15,14999.33,107,0.3279454107042781,140.18065420560748,14243.66,14612.46,12477.672857142858,2,0,15,3
2017-03-16,14269.78,103,0.3186239894368935,138.54155339805826,14999.33,11705.54,12532.94,3,0,16,3
2017-03-17,11970.4,65,0.3021954402521805,184.16,14269.78,12358.87,12899.26,4,0,17,3
2017-03-18,16433.82,73,0.27853896718926047,225.12082191780823,11970.4,10852.97,12843.764285714284,5,1,18,3
2017-03-19,6649.34,56,0.2279722826290744,118.73821428571429,16433.82,6612.16,13641.028571428573,6,1,19,3
2017-03-20,17096.49,116,0.28839180428346933,147.38353448275865,6649.34,16958.05,13646.34,0,0,20,3
2017-03-21,11349.130000000001,93,0.3410831180161089,122.0336559139785,17096.49,14243.66,13666.117142857143,1,0,21,3
2017-03-22,14188.970000000001,105,0.3579202995649815,135.13304761904763,11349.130000000001,14999.33,13252.612857142856,2,0,22,3
2017-03-23,16375.55,111,0.336413567551645,147.52747747747748,14188.970000000001,14269.78,13136.847142857141,3,0,23,3
2017-03-24,10177.87,77,0.3562380315497986,132.1801298701299,16375.55,11970.4,13437.671428571428,4,0,24,3
2017-03-25,9423.04,75,0.3790329911271626,125.64053333333335,10177.87,16433.82,13181.595714285713,5,1,25,3
2017-03-26,6320.95,64,0.336389527934924,98.76484375,9423.04,6649.34,12180.055714285716,6,1,26,3
2017-03-27,16356.97,109,0.32218099067834843,150.06394495412843,6320.95,17096.49,12133.142857142857,0,0,27,3
2017-03-28,12373.11,102,0.35900675735898746,121.305,16356.97,11349.130000000001,12027.497142857144,1,0,28,3
2017-03-29,8660.54,74,0.39568087588635975,117.03432432432433,12373.11,14188.970000000001,12173.78,2,0,29,3
2017-03-30,10025.6,74,0.3350894250893064,135.48108108108107,8660.54,16375.55,11384.004285714285,3,0,30,3
2017-03-31,12199.56,70,0.33044495889574804,174.27942857142855,10025.6,10177.87,10476.868571428571,4,0,31,3
2017-04-01,17697.37,67,0.3019059127171285,264.1398507462686,12199.56,9423.04,10765.68142857143,5,1,1,4
2017-04-02,9129.880000000001,65,0.2742429549401996,140.45969230769234,17697.37,6320.95,11947.728571428572,6,1,2,4
2017-04-03,9156.76,72,0.38727363575465285,127.17722222222223,9129.880000000001,16356.97,12349.004285714285,0,0,3,4
2017-04-04,12301.65,96,0.2844624566210871,128.1421875,9156.76,12373.11,11320.402857142855,1,0,4,4
2017-04-05,18902.94,96,0.27560065825218466,196.905625,12301.65,8660.54,11310.194285714284,2,0,5,4
